sku,week,units
17003,2010-10-11,925.0
17003,2010-10-18,150.0
17003,2010-10-25,36.0
17003,2010-11-01,6780.0
17003,2010-11-08,548.0
17003,2010-11-15,1522.0
17003,2010-11-22,1757.0
17003,2010-11-29,798.0
17003,2010-12-06,227.0
17003,2010-12-13,90.0
17003,2010-12-20,0.0
17003,2010-12-27,0.0
17003,2011-01-03,864.0
17003,2011-01-10,8.0
17003,2011-01-17,831.0
17003,2011-01-24,1440.0
17003,2011-01-31,110.0
17003,2011-02-07,0.0
17003,2011-02-14,254.0
17003,2011-02-21,0.0
17003,2011-02-28,144.0
17003,2011-03-07,252.0
17003,2011-03-14,2196.0
17003,2011-03-21,48.0
17003,2011-03-28,769.0
17003,2011-04-04,146.0
17003,2011-04-11,73.0
17003,2011-04-18,11.0
17003,2011-04-25,267.0
17003,2011-05-02,78.0
17003,2011-05-09,510.0
17003,2011-05-16,792.0
17003,2011-05-23,793.0
17003,2011-05-30,324.0
17003,2011-06-06,913.0
17003,2011-06-13,837.0
17003,2011-06-20,864.0
17003,2011-06-27,88.0
17003,2011-07-04,318.0
17003,2011-07-11,1012.0
17003,2011-07-18,289.0
17003,2011-07-25,149.0
17003,2011-08-01,110.0
17003,2011-08-08,144.0
17003,2011-08-15,78.0
17003,2011-08-22,940.0
17003,2011-08-29,291.0
17003,2011-09-05,180.0
17003,2011-09-12,109.0
17003,2011-09-19,857.0
17003,2011-09-26,895.0
17003,2011-10-03,376.0
17003,2011-10-10,72.0
17003,2011-10-17,204.0
17003,2011-10-24,1684.0
17003,2011-10-31,100.0
17003,2011-11-07,109.0
17003,2011-11-14,315.0
17003,2011-11-21,474.0
17003,2011-11-28,130.0
20725,2009-12-07,314.0
20725,2009-12-14,236.0
20725,2009-12-21,11.0
20725,2009-12-28,0.0
20725,2010-01-04,284.0
20725,2010-01-11,170.0
20725,2010-01-18,417.0
20725,2010-01-25,274.0
20725,2010-02-01,186.0
20725,2010-02-08,181.0
20725,2010-02-15,332.0
20725,2010-02-22,262.0
20725,2010-03-01,274.0
20725,2010-03-08,327.0
20725,2010-03-15,375.0
20725,2010-03-22,156.0
20725,2010-03-29,325.0
20725,2010-04-05,286.0
20725,2010-04-12,355.0
20725,2010-04-19,267.0
20725,2010-04-26,303.0
20725,2010-05-03,441.0
20725,2010-05-10,487.0
20725,2010-05-17,255.0
20725,2010-05-24,654.0
20725,2010-05-31,259.0
20725,2010-06-07,368.0
20725,2010-06-14,229.0
20725,2010-06-21,451.0
20725,2010-06-28,356.0
20725,2010-07-05,181.0
20725,2010-07-12,525.0
20725,2010-07-19,466.0
20725,2010-07-26,431.0
20725,2010-08-02,654.0
20725,2010-08-09,585.0
20725,2010-08-16,780.0
20725,2010-08-23,320.0
20725,2010-08-30,315.0
20725,2010-09-06,293.0
20725,2010-09-13,134.0
20725,2010-09-20,475.0
20725,2010-09-27,307.0
20725,2010-10-04,220.0
20725,2010-10-11,514.0
20725,2010-10-18,129.0
20725,2010-10-25,195.0
20725,2010-11-01,409.0
20725,2010-11-08,253.0
20725,2010-11-15,526.0
20725,2010-11-22,287.0
20725,2010-11-29,203.0
20725,2010-12-06,232.0
20725,2010-12-13,177.0
20725,2010-12-20,44.0
20725,2010-12-27,0.0
20725,2011-01-03,418.0
20725,2011-01-10,282.0
20725,2011-01-17,128.0
20725,2011-01-24,161.0
20725,2011-01-31,347.0
20725,2011-02-07,155.0
20725,2011-02-14,249.0
20725,2011-02-21,259.0
20725,2011-02-28,155.0
20725,2011-03-07,98.0
20725,2011-03-14,267.0
20725,2011-03-21,336.0
20725,2011-03-28,517.0
20725,2011-04-04,187.0
20725,2011-04-11,275.0
20725,2011-04-18,318.0
20725,2011-04-25,154.0
20725,2011-05-02,219.0
20725,2011-05-09,470.0
20725,2011-05-16,335.0
20725,2011-05-23,424.0
20725,2011-05-30,170.0
20725,2011-06-06,564.0
20725,2011-06-13,185.0
20725,2011-06-20,218.0
20725,2011-06-27,183.0
20725,2011-07-04,293.0
20725,2011-07-11,201.0
20725,2011-07-18,415.0
20725,2011-07-25,345.0
20725,2011-08-01,582.0
20725,2011-08-08,575.0
20725,2011-08-15,372.0
20725,2011-08-22,281.0
20725,2011-08-29,191.0
20725,2011-09-05,303.0
20725,2011-09-12,299.0
20725,2011-09-19,211.0
20725,2011-09-26,228.0
20725,2011-10-03,278.0
20725,2011-10-10,373.0
20725,2011-10-17,146.0
20725,2011-10-24,234.0
20725,2011-10-31,223.0
20725,2011-11-07,526.0
20725,2011-11-14,448.0
20725,2011-11-21,256.0
20725,2011-11-28,321.0
20727,2009-12-07,142.0
20727,2009-12-14,257.0
20727,2009-12-21,21.0
20727,2009-12-28,0.0
20727,2010-01-04,145.0
20727,2010-01-11,146.0
20727,2010-01-18,170.0
20727,2010-01-25,214.0
20727,2010-02-01,101.0
20727,2010-02-08,179.0
20727,2010-02-15,240.0
20727,2010-02-22,200.0
20727,2010-03-01,77.0
20727,2010-03-08,167.0
20727,2010-03-15,293.0
20727,2010-03-22,122.0
20727,2010-03-29,119.0
20727,2010-04-05,344.0
20727,2010-04-12,174.0
20727,2010-04-19,210.0
20727,2010-04-26,317.0
20727,2010-05-03,401.0
20727,2010-05-10,308.0
20727,2010-05-17,276.0
20727,2010-05-24,163.0
20727,2010-05-31,86.0
20727,2010-06-07,2762.0
20727,2010-06-14,151.0
20727,2010-06-21,123.0
20727,2010-06-28,244.0
20727,2010-07-05,68.0
20727,2010-07-12,152.0
20727,2010-07-19,359.0
20727,2010-07-26,301.0
20727,2010-08-02,324.0
20727,2010-08-09,361.0
20727,2010-08-16,279.0
20727,2010-08-23,248.0
20727,2010-08-30,206.0
20727,2010-09-06,162.0
20727,2010-09-13,167.0
20727,2010-09-20,203.0
20727,2010-09-27,130.0
20727,2010-10-04,222.0
20727,2010-10-11,261.0
20727,2010-10-18,143.0
20727,2010-10-25,109.0
20727,2010-11-01,236.0
20727,2010-11-08,288.0
20727,2010-11-15,131.0
20727,2010-11-22,147.0
20727,2010-11-29,379.0
20727,2010-12-06,154.0
20727,2010-12-13,88.0
20727,2010-12-20,25.0
20727,2010-12-27,0.0
20727,2011-01-03,151.0
20727,2011-01-10,161.0
20727,2011-01-17,77.0
20727,2011-01-24,178.0
20727,2011-01-31,103.0
20727,2011-02-07,77.0
20727,2011-02-14,106.0
20727,2011-02-21,180.0
20727,2011-02-28,168.0
20727,2011-03-07,170.0
20727,2011-03-14,113.0
20727,2011-03-21,163.0
20727,2011-03-28,287.0
20727,2011-04-04,62.0
20727,2011-04-11,147.0
20727,2011-04-18,87.0
20727,2011-04-25,134.0
20727,2011-05-02,272.0
20727,2011-05-09,338.0
20727,2011-05-16,212.0
20727,2011-05-23,127.0
20727,2011-05-30,208.0
20727,2011-06-06,180.0
20727,2011-06-13,229.0
20727,2011-06-20,345.0
20727,2011-06-27,171.0
20727,2011-07-04,339.0
20727,2011-07-11,234.0
20727,2011-07-18,255.0
20727,2011-07-25,316.0
20727,2011-08-01,359.0
20727,2011-08-08,306.0
20727,2011-08-15,245.0
20727,2011-08-22,383.0
20727,2011-08-29,187.0
20727,2011-09-05,227.0
20727,2011-09-12,302.0
20727,2011-09-19,312.0
20727,2011-09-26,205.0
20727,2011-10-03,208.0
20727,2011-10-10,336.0
20727,2011-10-17,138.0
20727,2011-10-24,132.0
20727,2011-10-31,108.0
20727,2011-11-07,244.0
20727,2011-11-14,364.0
20727,2011-11-21,248.0
20727,2011-11-28,281.0
21080,2009-12-07,207.0
21080,2009-12-14,219.0
21080,2009-12-21,6.0
21080,2009-12-28,0.0
21080,2010-01-04,354.0
21080,2010-01-11,424.0
21080,2010-01-18,119.0
21080,2010-01-25,129.0
21080,2010-02-01,46.0
21080,2010-02-08,135.0
21080,2010-02-15,259.0
21080,2010-02-22,219.0
21080,2010-03-01,403.0
21080,2010-03-08,817.0
21080,2010-03-15,531.0
21080,2010-03-22,353.0
21080,2010-03-29,102.0
21080,2010-04-05,118.0
21080,2010-04-12,141.0
21080,2010-04-19,285.0
21080,2010-04-26,1337.0
21080,2010-05-03,366.0
21080,2010-05-10,219.0
21080,2010-05-17,291.0
21080,2010-05-24,749.0
21080,2010-05-31,157.0
21080,2010-06-07,410.0
21080,2010-06-14,411.0
21080,2010-06-21,198.0
21080,2010-06-28,1023.0
21080,2010-07-05,332.0
21080,2010-07-12,464.0
21080,2010-07-19,340.0
21080,2010-07-26,117.0
21080,2010-08-02,102.0
21080,2010-08-09,206.0
21080,2010-08-16,149.0
21080,2010-08-23,192.0
21080,2010-08-30,173.0
21080,2010-09-06,188.0
21080,2010-09-13,213.0
21080,2010-09-20,288.0
21080,2010-09-27,341.0
21080,2010-10-04,183.0
21080,2010-10-11,275.0
21080,2010-10-18,130.0
21080,2010-10-25,97.0
21080,2010-11-01,436.0
21080,2010-11-08,72.0
21080,2010-11-15,351.0
21080,2010-11-22,214.0
21080,2010-11-29,419.0
21080,2010-12-06,298.0
21080,2010-12-13,52.0
21080,2010-12-20,19.0
21080,2010-12-27,0.0
21080,2011-01-03,228.0
21080,2011-01-10,110.0
21080,2011-01-17,228.0
21080,2011-01-24,103.0
21080,2011-01-31,293.0
21080,2011-02-07,175.0
21080,2011-02-14,146.0
21080,2011-02-21,62.0
21080,2011-02-28,246.0
21080,2011-03-07,76.0
21080,2011-03-14,608.0
21080,2011-03-21,149.0
21080,2011-03-28,490.0
21080,2011-04-04,158.0
21080,2011-04-11,448.0
21080,2011-04-18,141.0
21080,2011-04-25,149.0
21080,2011-05-02,140.0
21080,2011-05-09,140.0
21080,2011-05-16,291.0
21080,2011-05-23,354.0
21080,2011-05-30,53.0
21080,2011-06-06,287.0
21080,2011-06-13,216.0
21080,2011-06-20,254.0
21080,2011-06-27,75.0
21080,2011-07-04,210.0
21080,2011-07-11,68.0
21080,2011-07-18,98.0
21080,2011-07-25,157.0
21080,2011-08-01,276.0
21080,2011-08-08,89.0
21080,2011-08-15,114.0
21080,2011-08-22,186.0
21080,2011-08-29,134.0
21080,2011-09-05,186.0
21080,2011-09-12,168.0
21080,2011-09-19,210.0
21080,2011-09-26,151.0
21080,2011-10-03,92.0
21080,2011-10-10,47.0
21080,2011-10-17,156.0
21080,2011-10-24,88.0
21080,2011-10-31,98.0
21080,2011-11-07,195.0
21080,2011-11-14,156.0
21080,2011-11-21,246.0
21080,2011-11-28,106.0
21212,2009-12-07,1073.0
21212,2009-12-14,1567.0
21212,2009-12-21,524.0
21212,2009-12-28,0.0
21212,2010-01-04,207.0
21212,2010-01-11,433.0
21212,2010-01-18,915.0
21212,2010-01-25,773.0
21212,2010-02-01,708.0
21212,2010-02-08,713.0
21212,2010-02-15,857.0
21212,2010-02-22,1459.0
21212,2010-03-01,954.0
21212,2010-03-08,473.0
21212,2010-03-15,1253.0
21212,2010-03-22,664.0
21212,2010-03-29,559.0
21212,2010-04-05,1604.0
21212,2010-04-12,460.0
21212,2010-04-19,671.0
21212,2010-04-26,1400.0
21212,2010-05-03,694.0
21212,2010-05-10,791.0
21212,2010-05-17,843.0
21212,2010-05-24,1399.0
21212,2010-05-31,524.0
21212,2010-06-07,1288.0
21212,2010-06-14,285.0
21212,2010-06-21,411.0
21212,2010-06-28,1113.0
21212,2010-07-05,825.0
21212,2010-07-12,631.0
21212,2010-07-19,905.0
21212,2010-07-26,768.0
21212,2010-08-02,305.0
21212,2010-08-09,1827.0
21212,2010-08-16,1305.0
21212,2010-08-23,325.0
21212,2010-08-30,905.0
21212,2010-09-06,351.0
21212,2010-09-13,526.0
21212,2010-09-20,870.0
21212,2010-09-27,1056.0
21212,2010-10-04,2083.0
21212,2010-10-11,1177.0
21212,2010-10-18,1166.0
21212,2010-10-25,348.0
21212,2010-11-01,951.0
21212,2010-11-08,794.0
21212,2010-11-15,1494.0
21212,2010-11-22,1043.0
21212,2010-11-29,1167.0
21212,2010-12-06,1008.0
21212,2010-12-13,424.0
21212,2010-12-20,1027.0
21212,2010-12-27,0.0
21212,2011-01-03,252.0
21212,2011-01-10,330.0
21212,2011-01-17,145.0
21212,2011-01-24,531.0
21212,2011-01-31,486.0
21212,2011-02-07,299.0
21212,2011-02-14,334.0
21212,2011-02-21,550.0
21212,2011-02-28,521.0
21212,2011-03-07,525.0
21212,2011-03-14,799.0
21212,2011-03-21,383.0
21212,2011-03-28,497.0
21212,2011-04-04,595.0
21212,2011-04-11,550.0
21212,2011-04-18,1349.0
21212,2011-04-25,243.0
21212,2011-05-02,427.0
21212,2011-05-09,349.0
21212,2011-05-16,526.0
21212,2011-05-23,288.0
21212,2011-05-30,199.0
21212,2011-06-06,427.0
21212,2011-06-13,424.0
21212,2011-06-20,109.0
21212,2011-06-27,123.0
21212,2011-07-04,1072.0
21212,2011-07-11,205.0
21212,2011-07-18,311.0
21212,2011-07-25,531.0
21212,2011-08-01,301.0
21212,2011-08-08,263.0
21212,2011-08-15,1554.0
21212,2011-08-22,243.0
21212,2011-08-29,410.0
21212,2011-09-05,352.0
21212,2011-09-12,931.0
21212,2011-09-19,404.0
21212,2011-09-26,311.0
21212,2011-10-03,405.0
21212,2011-10-10,163.0
21212,2011-10-17,143.0
21212,2011-10-24,449.0
21212,2011-10-31,777.0
21212,2011-11-07,326.0
21212,2011-11-14,396.0
21212,2011-11-21,269.0
21212,2011-11-28,426.0
21213,2009-12-07,170.0
21213,2009-12-14,361.0
21213,2009-12-21,485.0
21213,2009-12-28,0.0
21213,2010-01-04,207.0
21213,2010-01-11,380.0
21213,2010-01-18,568.0
21213,2010-01-25,150.0
21213,2010-02-01,177.0
21213,2010-02-08,463.0
21213,2010-02-15,337.0
21213,2010-02-22,165.0
21213,2010-03-01,869.0
21213,2010-03-08,236.0
21213,2010-03-15,782.0
21213,2010-03-22,151.0
21213,2010-03-29,143.0
21213,2010-04-05,636.0
21213,2010-04-12,291.0
21213,2010-04-19,222.0
21213,2010-04-26,354.0
21213,2010-05-03,237.0
21213,2010-05-10,293.0
21213,2010-05-17,577.0
21213,2010-05-24,549.0
21213,2010-05-31,47.0
21213,2010-06-07,381.0
21213,2010-06-14,378.0
21213,2010-06-21,208.0
21213,2010-06-28,484.0
21213,2010-07-05,307.0
21213,2010-07-12,79.0
21213,2010-07-19,175.0
21213,2010-07-26,567.0
21213,2010-08-02,101.0
21213,2010-08-09,1230.0
21213,2010-08-16,1155.0
21213,2010-08-23,134.0
21213,2010-08-30,437.0
21213,2010-09-06,147.0
21213,2010-09-13,1046.0
21213,2010-09-20,602.0
21213,2010-09-27,260.0
21213,2010-10-04,1823.0
21213,2010-10-11,478.0
21213,2010-10-18,514.0
21213,2010-10-25,630.0
21213,2010-11-01,556.0
21213,2010-11-08,185.0
21213,2010-11-15,673.0
21213,2010-11-22,569.0
21213,2010-11-29,161.0
21213,2010-12-06,214.0
21213,2010-12-13,131.0
21213,2010-12-20,513.0
21213,2010-12-27,0.0
21213,2011-01-03,127.0
21213,2011-01-10,132.0
21213,2011-01-17,79.0
21213,2011-01-24,184.0
21213,2011-01-31,195.0
21213,2011-02-07,38.0
21213,2011-02-14,179.0
21213,2011-02-21,184.0
21213,2011-02-28,292.0
21213,2011-03-07,128.0
21213,2011-03-14,100.0
21213,2011-03-21,160.0
21213,2011-03-28,204.0
21213,2011-04-04,184.0
21213,2011-04-11,339.0
21213,2011-04-18,1023.0
21213,2011-04-25,152.0
21213,2011-05-02,265.0
21213,2011-05-09,104.0
21213,2011-05-16,34.0
21213,2011-05-23,146.0
21213,2011-05-30,252.0
21213,2011-06-06,130.0
21213,2011-06-13,239.0
21213,2011-06-20,235.0
21213,2011-06-27,101.0
21213,2011-07-04,537.0
21213,2011-07-11,206.0
21213,2011-07-18,160.0
21213,2011-07-25,207.0
21213,2011-08-01,121.0
21213,2011-08-08,64.0
21213,2011-08-15,804.0
21213,2011-08-22,159.0
21213,2011-08-29,195.0
21213,2011-09-05,775.0
21213,2011-09-12,865.0
21213,2011-09-19,251.0
21213,2011-09-26,194.0
21213,2011-10-03,202.0
21213,2011-10-10,125.0
21213,2011-10-17,336.0
21213,2011-10-24,361.0
21213,2011-10-31,131.0
21213,2011-11-07,111.0
21213,2011-11-14,163.0
21213,2011-11-21,64.0
21213,2011-11-28,186.0
21232,2009-12-07,987.0
21232,2009-12-14,1240.0
21232,2009-12-21,23.0
21232,2009-12-28,0.0
21232,2010-01-04,737.0
21232,2010-01-11,366.0
21232,2010-01-18,453.0
21232,2010-01-25,424.0
21232,2010-02-01,377.0
21232,2010-02-08,288.0
21232,2010-02-15,171.0
21232,2010-02-22,530.0
21232,2010-03-01,724.0
21232,2010-03-08,361.0
21232,2010-03-15,597.0
21232,2010-03-22,296.0
21232,2010-03-29,283.0
21232,2010-04-05,213.0
21232,2010-04-12,204.0
21232,2010-04-19,453.0
21232,2010-04-26,382.0
21232,2010-05-03,634.0
21232,2010-05-10,684.0
21232,2010-05-17,216.0
21232,2010-05-24,515.0
21232,2010-05-31,184.0
21232,2010-06-07,465.0
21232,2010-06-14,620.0
21232,2010-06-21,413.0
21232,2010-06-28,502.0
21232,2010-07-05,418.0
21232,2010-07-12,664.0
21232,2010-07-19,419.0
21232,2010-07-26,431.0
21232,2010-08-02,231.0
21232,2010-08-09,427.0
21232,2010-08-16,366.0
21232,2010-08-23,343.0
21232,2010-08-30,312.0
21232,2010-09-06,347.0
21232,2010-09-13,391.0
21232,2010-09-20,466.0
21232,2010-09-27,409.0
21232,2010-10-04,966.0
21232,2010-10-11,410.0
21232,2010-10-18,439.0
21232,2010-10-25,439.0
21232,2010-11-01,520.0
21232,2010-11-08,958.0
21232,2010-11-15,359.0
21232,2010-11-22,512.0
21232,2010-11-29,878.0
21232,2010-12-06,377.0
21232,2010-12-13,310.0
21232,2010-12-20,47.0
21232,2010-12-27,0.0
21232,2011-01-03,124.0
21232,2011-01-10,28.0
21232,2011-01-17,124.0
21232,2011-01-24,158.0
21232,2011-01-31,154.0
21232,2011-02-07,101.0
21232,2011-02-14,110.0
21232,2011-02-21,439.0
21232,2011-02-28,306.0
21232,2011-03-07,304.0
21232,2011-03-14,74.0
21232,2011-03-21,271.0
21232,2011-03-28,248.0
21232,2011-04-04,128.0
21232,2011-04-11,142.0
21232,2011-04-18,139.0
21232,2011-04-25,214.0
21232,2011-05-02,238.0
21232,2011-05-09,136.0
21232,2011-05-16,233.0
21232,2011-05-23,126.0
21232,2011-05-30,110.0
21232,2011-06-06,171.0
21232,2011-06-13,74.0
21232,2011-06-20,109.0
21232,2011-06-27,104.0
21232,2011-07-04,65.0
21232,2011-07-11,121.0
21232,2011-07-18,141.0
21232,2011-07-25,95.0
21232,2011-08-01,141.0
21232,2011-08-08,119.0
21232,2011-08-15,76.0
21232,2011-08-22,101.0
21232,2011-08-29,74.0
21232,2011-09-05,287.0
21232,2011-09-12,133.0
21232,2011-09-19,207.0
21232,2011-09-26,214.0
21232,2011-10-03,67.0
21232,2011-10-10,370.0
21232,2011-10-17,139.0
21232,2011-10-24,137.0
21232,2011-10-31,201.0
21232,2011-11-07,134.0
21232,2011-11-14,732.0
21232,2011-11-21,165.0
21232,2011-11-28,379.0
21498,2009-12-07,475.0
21498,2009-12-14,175.0
21498,2009-12-21,100.0
21498,2009-12-28,0.0
21498,2010-01-04,300.0
21498,2010-01-11,200.0
21498,2010-01-18,150.0
21498,2010-01-25,400.0
21498,2010-02-01,475.0
21498,2010-02-08,125.0
21498,2010-02-15,450.0
21498,2010-02-22,250.0
21498,2010-03-01,200.0
21498,2010-03-08,250.0
21498,2010-03-15,150.0
21498,2010-03-22,125.0
21498,2010-03-29,125.0
21498,2010-04-05,425.0
21498,2010-04-12,125.0
21498,2010-04-19,350.0
21498,2010-04-26,275.0
21498,2010-05-03,50.0
21498,2010-05-10,150.0
21498,2010-05-17,225.0
21498,2010-05-24,225.0
21498,2010-05-31,150.0
21498,2010-06-07,225.0
21498,2010-06-14,450.0
21498,2010-06-21,125.0
21498,2010-06-28,225.0
21498,2010-07-05,725.0
21498,2010-07-12,350.0
21498,2010-07-19,525.0
21498,2010-07-26,125.0
21498,2010-08-02,400.0
21498,2010-08-09,225.0
21498,2010-08-16,150.0
21498,2010-08-23,25.0
21498,2010-08-30,75.0
21498,2010-09-06,650.0
21498,2010-09-13,325.0
21498,2010-09-20,300.0
21498,2010-09-27,225.0
21498,2010-10-04,425.0
21498,2010-10-11,400.0
21498,2010-10-18,375.0
21498,2010-10-25,325.0
21498,2010-11-01,100.0
21498,2010-11-08,475.0
21498,2010-11-15,400.0
21498,2010-11-22,500.0
21498,2010-11-29,400.0
21498,2010-12-06,125.0
21498,2010-12-13,100.0
21498,2010-12-20,0.0
21498,2010-12-27,0.0
21498,2011-01-03,175.0
